!Sample_title	PRB12546 MixA	PRB12547 MixA	PRB12548 MixA	PRB12549 MixB	PRB12550 MixB	PRB12551 MixB	PRB12552 MixC	PRB12553 MixC	PRB12554 MixC	PRB12555 MixD	PRB12556 MixD	PRB12557 MixD
1555065_x_at	163.625	104.819	116.555	128.001	76.249	154.784	144.618	155.77	177.7	154.513	108.998	123.374
1555068_at	72.588	60.996	78.089	47.852	8.619	29.563	47.233	70.397	69.412	69.759	55.916	48.828
1555071_at	62.36	73.727	56.535	45.405	33.537	65.56	66.431	36.413	34.969	10.286	17.183	36.508
1555073_at	14.752	49.669	10.562	4.28	50.061	41.905	25.423	45.935	37.152	56.919	45.83	44.943
1555074_a_at	55.365	97.267	94.257	78.863	72.688	101.616	97.373	100.478	129.213	86.906	49.055	135.503
1555076_at	166.767	216.241	334.293	190.054	302.857	274.424	258.945	203.402	318.99	247.015	200.792	306.162
1555078_at	126.094	140.431	222.577	35.221	165.311	132.486	180.881	149.75	123.613	189.852	166.562	191.438
1555079_at	5.434	4.741	8.428	10.263	44.816	7.222	4.379	26.118	4.995	12.39	3.72	9.158
1555082_a_at	100.12	83.307	121.234	110.732	38.634	114.914	107.622	157.411	73.052	104.706	96.765	95.309
1555083_at	258.955	108.583	293.276	136.758	344.062	251.925	132.66	187.702	303.077	154.143	178.289	137.279
1555084_at	8.516	164.498	123.353	27.441	74.59	14.648	33.55	64.252	31.646	48.302	15.733	95.324
1555085_at	108.685	87.125	77.653	97.658	127.056	42.251	149.455	123.229	94.202	90.832	83.242	12.815
1555086_at	23.251	39.674	82.028	25.521	41.467	35.876	125.757	48.971	27.561	108.436	20.502	35.641
1555088_x_at	142.117	38.219	35.1	81.417	85.399	135.74	223.853	62.277	60.73	43.274	48.956	82.819
1555090_x_at	257.256	219.695	259.412	216.562	191.251	240.005	162.306	178.194	186.577	272.524	149.302	276.157
1555091_at	59.644	100.555	73.044	81.652	60.794	75.536	65.472	86.687	73.552	81.246	116.447	117.255
1555092_at	206.382	205.973	245.495	205.441	235.585	231.493	261.968	183.875	309.277	193.934	201.359	271.78
1555095_at	17.151	10.735	33.124	33.564	65.54	47.188	30.021	4.127	41.881	6.51	3.284	10.5
1555096_at	206.84	203.951	73.904	133.28	167.098	134.74	202.579	140.818	96.895	230.955	181.287	215.305
1555097_a_at	44.367	8.238	42.891	56.427	5.493	53.639	26.268	68.714	8.489	74.748	34.521	56.853
1555098_a_at	52.609	4.698	42.126	37.961	69.954	32.495	87.768	52.104	71.815	97.771	83.513	95.757
1555099_at	65.095	45.774	13.547	45.911	60.734	116.859	51.878	6.218	53.809	99.758	30.145	31.294
1555100_at	188.233	112.571	140.241	166.409	233.564	167.711	124.995	123.184	165.225	166.829	145.103	183.856
1555102_at	10.632	0.749	1.111	0.564	0.525	2.008	0.135	1.208	0.549	2.428	4.303	4.945
1555103_s_at	25.097	4.302	4.441	14.537	9.236	5.133	43.141	35.523	2.944	32.682	4.977	15.258
1555105_a_at	421.888	392.995	292.02	248.202	247.691	369.884	449.777	343.136	441.461	303.987	333.999	411.197
1555106_a_at	882.261	909.55	909.368	798.786	758.737	602.466	993.212	890.62	839.926	748.808	906.497	917.745
1555107_a_at	195.834	184.569	217.198	177.315	200.243	147.078	130.593	206.198	223.097	119.058	167.226	176.814
1555108_at	102.774	58.321	7.04	65.618	46.904	12.71	74.139	128.077	121.079	51.206	60.999	107.06
1555110_a_at	28.05	12.233	12.825	9.927	16.224	76.66	18.33	14.463	19.325	21.984	14.525	26.751
1555111_at	1.885	1.572	0.655	1.106	1.598	3.251	1.346	1.423	1.601	4.053	2.79	1.736
1555112_a_at	131.72	180.211	135.87	119.483	131.187	118.973	84.84	74.837	119.849	86.773	88.39	119.983
1555113_at	57.151	76.683	78.936	72.097	149.197	101.593	81.685	131.381	64.715	155.854	70.876	127.012
1555114_at	20.032	17.395	9.869	12.742	96.461	19.894	15.825	24.184	71.854	85.649	41.71	57.257
1555116_s_at	1.444	4.322	3.127	1.688	1.584	7.262	6.828	2.257	8.243	5.579	4.662	8.952
1555117_at	40.173	46.384	49.404	17.261	11.836	15.142	8.824	52.529	65.997	45.759	34.912	45.343
1555118_at	56.349	24.624	9.679	82.996	69.161	36.037	17.438	33.98	9.39	64.439	7.729	10.192
1555120_at	12.742	47.256	61.184	14.985	9.157	8.865	5.334	20.063	51.73	4.162	20.393	81.345
1555122_at	168.83	148.255	196.85	160.651	124.628	92.758	193.497	145.23	208.756	124.587	123.961	193.726
1555123_at	43.541	34.775	73.444	55.771	75.042	100.68	74.16	53.011	78.241	30.903	40.911	83.841
1555124_at	98.394	76.025	149.307	119.423	43.128	82.775	81.523	88.073	171.85	100.428	113.346	103.932
1555125_at	378.299	334.372	310.106	288.224	340.821	265.19	326.616	353.168	415.579	287.816	276.254	267.407
1555127_at	57.477	90.669	16.162	86.362	43.523	83.723	4.039	57.182	66.78	81.535	9.421	63.318
1555129_at	181.315	279.417	172.462	188.303	161.294	305.791	268.208	200.015	142.331	258.396	114.465	149.328
1555130_at	33.636	10.301	56.657	28.423	26.657	49.44	36.803	23.837	81.705	20.166	64.325	29.981
1555131_a_at	175.974	192.59	156.235	152.908	131.825	177.139	48.555	193.303	155.578	221.333	169.212	182.847
1555132_at	36.998	27.298	85.016	37.92	95.34	13.321	81.189	84.475	51.723	20.153	25.531	55.094
1555133_at	31.864	22.969	34.079	18.571	18.446	50.084	80.074	37.29	93.254	49.647	25.393	10.428
1555135_at	69.465	28.019	6.755	12.22	21.888	62.572	12.769	11.173	11.801	71.507	27.628	7.982
1555136_at	29.904	71.93	99.854	89.123	36.816	106.083	13.902	26.219	40.391	61.096	78.397	17.912
1555137_a_at	221.445	222.541	319.694	271.515	275.597	223.577	37.768	132.513	126.62	135.047	182.093	136.925
1555139_a_at	12.644	91.542	47.647	45.269	24.369	32.731	19.166	17.936	5.826	85.404	12.533	45.507
1555140_a_at	142.06	206.258	142.411	174.583	144.566	168.395	185.014	187.09	244.127	135.822	165.257	171.803
1555141_a_at	56.17	43.233	92.918	58.296	40.201	70.444	67.31	52.229	78.851	118.469	65.364	50.867
1555142_at	4.608	15.414	4.018	8.485	28.255	4.391	2.978	8.598	43.762	11.107	5.243	45.781
1555144_at	102.443	94.632	61.359	9.113	78.462	63.816	89.772	80.959	125.869	30.116	71.636	107.112
1555145_at	118.781	167.707	137.961	60.603	164.119	114.897	125.346	157.216	183.181	147.913	106.015	127.882
1555146_at	3.304	29.881	2.872	4.244	11.236	4.799	7.989	9.091	10.956	8.076	24.657	6.013
1555148_a_at	57.299	32.068	63.367	13.894	39.306	67.551	11.311	56.519	4.905	25.254	6.059	64.376
1555151_s_at	50.758	13.078	6.775	9.694	48.292	131.24	20.012	10.665	13.868	18.316	53.47	16.137
1555153_s_at	56.813	78.691	81.47	37.221	46.204	33.117	68.504	101.048	87.587	67.481	60.908	81.523
1555154_a_at	506.439	568.513	409.309	343.434	540.599	465.385	403.535	429.974	483.554	419.42	469.107	475.889
1555155_at	325.983	289.24	403.819	364.148	448.31	340.246	350.909	314.559	474.794	512.439	299.833	409.203
1555157_at	173.193	146.564	73.807	179.153	174.652	49.499	145.998	81.661	79.897	203.581	24.045	208.739
1555158_at	47.521	36.851	67.178	19.628	42.785	84.522	4.148	41.543	87.124	49.984	73.357	53.741
1555159_at	99.792	124.556	117.847	97.521	129.464	142.653	137.091	90.568	128.986	114.518	117.986	121.217
1555162_at	11.892	6.988	9.841	13.336	9.852	16.723	7.164	6.427	32.868	7.649	14.794	15.233
1555163_at	48.684	38.462	70.534	32.34	47.537	78.264	56.298	95.208	72.338	46.749	53.473	93.167
1555164_at	59.323	4.723	19.697	18.609	23.216	88.222	7.284	20.304	77.527	54.28	31.385	95.816
1555165_a_at	148.354	113.161	100.693	106.761	49.423	122.09	129.449	142.286	144.399	87.218	43.526	89.166
1555166_a_at	67.07	52.051	40.011	15.07	7.124	12.235	3.317	57.325	12.318	5.082	1.819	6.014
1555167_s_at	446.604	338.64	428.57	647.41	689.763	660.115	517.003	644.96	683.872	451.179	502.877	395.468
1555168_a_at	175.565	137.979	155.768	134.116	142.107	226.309	101.776	152.134	169.793	144.087	145.203	69.299
1555169_at	34.214	34.749	13.321	94.505	85.797	62.343	32.772	85.063	142.186	81.769	47.792	63.669
1555171_at	71.85	81.71	125.677	67.173	41.534	46.885	95.214	90.39	75.573	61.116	101.28	75.971
1555173_at	35.154	88.77	41.332	46.538	6.172	26.998	35.486	85.644	75.482	8.056	13.784	66.347
1555174_at	25.838	38.019	54.518	14.401	28.326	16.678	22.94	30.049	22.927	29.712	19.576	29.985
1555175_a_at	71.724	83.897	51.106	91.087	105.872	100.049	30.56	116.259	166.364	44.875	103.181	116.09
1555176_at	142.027	96.156	78.408	47.023	109.945	83.271	125.12	89.878	47.739	94.076	47.083	69.525
1555177_at	38.344	28.511	72.477	45.192	34.222	62.229	11.097	47.759	43.031	13.776	23.508	11.968
1555179_at	22.357	23.701	82.822	60.571	73.036	72.872	23.154	5.811	14.473	28.749	56	24.325
1555180_at	60.57	18.276	17.232	48.91	75.532	18.248	83.87	67.771	125.455	81.031	24.136	20.37
1555181_a_at	1436.926	1379.352	1742.763	1112.9	1620.183	1385.531	1638.685	1821.833	1840.364	1342.098	1224.14	2131.686
1555183_at	105.016	48.808	12.065	99.303	42.421	44.771	12.486	23.46	29.286	89.526	36.27	31.103
1555185_x_at	251.213	288.098	259.873	383.804	95.549	89.475	316.822	272.797	201.231	325.906	350.01	40.113
1555186_at	8.444	13.963	6.409	31.96	21.739	24.504	20.335	11.76	3.586	8.682	12.275	15.964
1555187_at	147.834	157.065	173.117	84.396	216.774	216.075	108.464	135.749	288.435	132.599	70.471	114.446
1555188_at	146.351	162.805	194.324	99.994	128.888	145.998	141.562	184.226	126.345	152.48	152.854	166.145
1555189_a_at	115.048	103.102	148.847	96.387	145.286	188.766	228.958	110.309	174.421	48.894	105.88	174.088
1555191_a_at	78.129	54.942	64.513	45.623	90.082	74.489	10.489	64.031	20.183	37.915	63.798	62.497
1555192_at	17.509	28.934	16.458	28.632	10.817	7.392	1.082	41.422	45.294	39.443	26.269	33.84
1555193_a_at	433.396	461.719	476.511	583.012	505.862	545.17	357.659	463.53	390.621	386.943	519.519	405.323
1555194_at	85.484	50.999	94.595	30.257	54.044	52.157	69.127	68.027	98.19	65.73	64.7	76.288
1555195_at	8.778	8.881	3.842	7.996	7.871	10.807	6.695	5.393	8.853	14.608	4.502	9.193
1555196_at	79.827	150.553	115.311	72.499	45.749	135.319	102.274	258.025	132.184	125.351	158.641	61.479
1555197_a_at	5.104	9.348	11.356	5.416	5.644	19.302	4.488	8.183	3.709	5.713	5.587	3.664
1555198_x_at	222.156	114.35	182.255	125.602	242.399	101.296	155.321	240.634	126.98	176.79	155.92	229.148
1555199_at	32.18	12.976	13.947	3.998	29.723	39.986	18.681	3.104	7.255	6.874	40.317	20.593
1555201_a_at	567.166	602.822	667.311	614.793	639.947	564.551	617.428	641.726	634.165	639.004	627.114	633.528
1555202_a_at	577.001	530.337	478.646	530.127	405.354	547.485	518.851	441.464	364.068	543.284	416.012	438.36
1555203_s_at	70.519	71.07	50.298	62.444	20.053	11.723	21.982	7.998	10.19	66.161	19.714	114.45
1555204_at	14.525	16.485	16.009	52.31	8.72	15.318	19.758	18.201	29.841	38.357	47.112	28.745
1555205_at	167.209	141.665	198.933	153.563	153.902	198.518	157.887	210.252	242.128	254.942	228.318	190.115
1555206_at	125.489	100.56	148.393	158.243	115.014	137.411	92.571	109.979	153.527	106.929	98.574	147.126
1555209_at	147.223	131.419	94.517	151.74	115.215	199.671	82.568	113.283	19.326	129.811	114.504	122.913
1555210_at	43.494	51.567	6.564	74.374	24.077	32.345	5.632	15.567	16.191	11.106	17.945	21.831
1555212_at	103.829	79.921	103.519	171.242	122.097	78.235	142.834	156.886	150.443	135.423	184.244	100.897
1555213_a_at	13.359	14.915	5.315	6.891	10.088	15.427	4.788	13.277	10.856	12.966	14.19	20.828
1555214_a_at	4.894	4.246	12.369	12.973	21.759	17.134	2.85	8.639	7.394	12.397	6.934	14.789
1555215_a_at	296.644	361.473	354.835	262.781	357.053	332.323	423.215	353.626	394.694	377.48	323.406	355.368
1555216_a_at	17.865	55.165	82.736	11.704	31.322	50.406	39.926	60.385	134.964	111.517	90.743	89.819
1555217_at	34.936	60.734	42.213	29.766	56.253	58.472	73.708	41.156	95.421	72.132	36.226	111.287
1555219_at	82.641	70.086	109.785	9.091	60.367	77.005	107.117	104.998	105.596	151.506	87.788	56.293
1555220_a_at	104.276	43.672	115.56	13.8	62.888	9.644	16.378	74.996	73.428	20.489	32.294	6.351
1555221_at	13.492	29.952	44.045	20.792	10.459	27.361	24.974	6.9	6.907	32.129	27.835	25.123
1555222_a_at	387.519	569.231	305.828	530.533	439.092	588.199	443.797	519.924	426.98	408.026	360.488	463.26
1555224_at	6.333	6.779	24.141	20.647	10.286	5.778	4.648	3.375	27.127	7.445	10.355	8.942
1555225_at	523.593	422.714	425.241	494.897	419.323	509.617	894.273	872.647	681.474	803.547	637.785	624.664
1555226_s_at	7513.325	7031.51	7979.316	6389.352	6795.93	6640.783	7287.173	7371.994	7140.41	7564.606	6629.118	7129.255
1555227_a_at	119.151	118.565	82.621	111.77	121.462	91.112	118.257	85.025	176.905	5.405	157.985	151.633
1555229_a_at	9.125	19.421	7.807	8.011	5.198	12.698	9.126	4.624	30.862	25.992	13.466	8.411
1555230_a_at	36.014	5.392	3.354	11.159	3.061	6.628	3.323	3.697	3.674	11.561	3.712	6.112
1555231_a_at	14.939	53.996	45.388	53.769	11.087	83.297	77.321	14.322	90.341	16.776	9.601	99.147
1555233_at	3.783	10.101	39.423	3.63	10.459	3.135	2.413	2.561	2.586	8.787	4.113	60.989
1555234_a_at	19.987	108.887	24.25	22.251	13.572	76.618	139.466	133.162	88.283	64.581	24.924	106.053
1555235_s_at	6.923	9.269	12.1	46.226	21.043	24.869	11.014	17.464	121.28	13.505	12.394	9.592
1555236_a_at	140.304	112.697	47.116	97.131	29.81	126.007	143.98	148.219	93.807	131.666	186.603	89.592
1555237_at	16.183	56.408	12.357	56.297	64.101	49.598	16.88	64.416	33.576	11.048	28.599	26.362
1555238_at	204.433	235.961	208.472	365.728	257.019	58.496	254.267	246.12	184.166	152.272	230.365	290.393
1555240_s_at	9.363	23.375	6.399	5.81	9.587	13.638	9.084	15.505	14.256	8.145	22.597	10.661
1555241_at	609.544	641.211	572.901	509.516	325.027	399.776	590.693	490.271	501.624	497.874	573.894	472.224
1555243_x_at	521.404	626.215	485.06	401.024	409.641	444.873	519.62	524.295	448.785	456.957	592.636	518.162
1555244_at	13.721	10.537	50.499	47.236	46.793	7.93	2.489	8.479	25.742	17.877	22.809	7.282
1555245_s_at	11.216	12.735	17.053	13.145	14.818	9.664	11.537	12.466	11.541	9.229	11.475	14.473
1555246_a_at	40.234	11.257	91.77	13.215	29.277	104.127	16.981	39.84	74.11	70.666	58.71	108.977
1555247_a_at	339.289	358.244	308.127	291.554	248.191	302.461	233.87	217.059	171.967	186.862	259.983	276.755
1555248_a_at	89.452	123.198	122.088	104.929	111.734	172.219	123.371	106.901	180.882	200.72	60.09	131.034
1555250_a_at	44.955	74.533	83.423	61.822	35.574	41.567	69.243	108.666	38.431	63.487	82.511	74.966
1555251_a_at	11.102	21.307	5.753	6.582	7.672	15.807	12.769	9.671	8.71	9.372	8.722	21.782
1555252_a_at	20.131	10.603	29.696	13.463	25.199	16.062	33.943	14.343	26.872	11.245	12.732	30.722
1555253_at	33.607	23.32	42.735	47.296	27.009	5.42	2.947	2.924	7.593	14.08	5.962	4.11
1555255_a_at	373.851	691.355	462.81	614.958	517.476	531.157	545.058	585.771	519.433	521.241	659.355	504.012
1555256_at	20.256	8.462	77.301	68.741	100.082	8.093	21.033	18.324	20.642	52.009	69.627	46.228
1555257_a_at	44.964	18.486	10.581	54.474	25.375	53.31	5.828	37.755	26.232	4.872	9.959	52.16
1555259_at	143.673	109.264	83.816	79.364	113.719	117.126	125.441	173.28	114.713	78.152	155.918	123.471
1555261_at	84.507	71.377	15.467	104.611	87.302	64.251	83.405	34.794	116.761	20.75	101.759	121.121
1555262_a_at	17.212	12.586	6.596	20.229	9.353	3.39	35.155	20.271	7.914	12.703	7.072	8.799
1555263_at	47.852	17.922	8.498	5.141	31.464	29.128	7.572	11.932	15.574	4.415	6.051	14.166
1555264_a_at	17.151	63.594	67.225	22.964	23.574	31.14	21.043	22.358	29.347	128.487	15.683	16.565
1555265_at	24.89	19.485	17.136	44.98	13.258	95.604	19.058	55.697	18.309	18.389	14.92	22.403
1555266_a_at	390.396	414.801	408.86	346.96	321.506	337.443	334.356	284.846	379.563	409.228	347.121	384.958
1555267_at	222.501	129.613	200.682	290.672	371.282	234.385	301.746	255.399	249.504	234.948	243.131	217.448
1555268_a_at	207.841	25.888	129.568	266.658	207.529	156.37	286.858	184.204	16.112	137.927	236.567	363.342
1555269_a_at	103.144	162.344	116.451	124.665	131.539	49.323	145.435	116.055	66.367	124.407	114.981	167.112
1555270_a_at	89.64	20.104	96.381	13.88	39.302	67.7	76.912	21.905	38.958	40.189	13.723	38.886
1555271_a_at	307.481	264.836	342.287	191.636	260.075	229.987	262.82	258.665	352.938	314.872	239.164	216.919
1555272_at	401.565	346.216	328.746	342.651	340.432	318.078	413.998	320.686	363.167	395.231	434.622	457.623
1555273_at	35.086	52.319	12.533	5.698	68.161	45.599	10.682	13.395	13.831	65.291	4.305	32.705
1555274_a_at	495.481	471.108	462.461	751.912	598.804	616.801	589.074	643.854	544.058	519.538	689.005	589.19
1555275_a_at	216.502	225.474	221.596	226.322	265.303	249.957	215.248	176.137	271.575	266.961	155.936	264.926
1555277_a_at	94.021	66.314	106.246	86.738	67.138	47.453	35.914	56.625	91.523	10.519	83.181	54.751
1555278_a_at	2675.264	2794.901	2893.67	3153.537	3003.397	2727.337	2387.156	2560.258	2468.183	2468.438	2701.496	2546.119
1555279_at	219.238	219.762	241.169	219.467	191.992	188.745	232.672	230.357	167.484	220.808	247.742	151.248
1555281_x_at	276.378	238.32	242.609	203.896	159.351	152.246	272.26	204.466	150.404	173.197	170.953	221.804
1555282_a_at	216.117	128.19	207.814	273.443	178.45	262.173	200.67	175.626	42.942	159.267	146.871	99.775
1555284_at	64.91	3.664	9.266	27.58	26.82	34.928	56.82	11.754	45.492	6.077	46.636	37.764
1555286_at	35.361	79.415	8.333	71.975	44.001	35.413	25.172	12.474	4.515	10.152	7.161	11.359
1555288_s_at	558.186	412.773	453.408	469.093	554.297	562.305	540.659	591.491	529.764	622.39	606.913	561.079
1555289_at	133.331	189.541	282.286	177.393	201.541	191.593	142.836	154.512	24.476	191.218	151.891	292.412
1555291_at	104.839	60.27	89.456	66.896	65.638	91.391	76.165	71.172	33.652	61.94	116.162	70.139
1555292_at	184.679	258.601	232.048	158.385	227.167	171.327	166.523	172.55	223.662	280.621	206.296	247.874
1555294_a_at	244.055	149.276	125.54	171.553	203.423	124.966	165.163	166.562	218.222	123.406	103.771	121.556
1555298_a_at	32.511	29.766	76.828	56.913	76.157	66.571	80.58	74.446	23.882	34.041	48.669	55.749
1555299_s_at	49.781	43.428	68.692	75.372	29.886	4.295	17.915	54.541	70.566	32.956	39.905	24.909
1555300_a_at	189.786	152.618	295.253	81.925	340.429	233.455	173.336	161.151	109.702	108.601	55.034	36.248
1555301_a_at	129.241	127.969	166.342	181.491	113.028	179.093	164.214	148.228	195.048	148.792	145.497	200.159
1555303_at	114.515	75.416	16.847	45.869	25.714	56.931	72.513	91.268	108.514	117.829	24.364	55.903
1555304_a_at	19.04	7.158	58.522	51.072	59.517	18.046	40.887	138.529	73.962	100.863	34.433	60.363
1555305_at	170.927	87.499	188.967	79.745	60.986	154.476	92.526	121.445	130.754	145.203	113.6	111.104
1555306_a_at	262.826	226.503	239.409	287.633	182.109	266.132	291.838	172.567	260.024	301.781	259.8	215.836
1555307_at	81.914	79.21	94.086	116.829	77.162	85.556	99.223	116.118	97.95	96.564	129.238	27.217
1555308_at	119.97	83.252	62.304	79.114	152.478	58.582	85.158	94.908	144.293	99.534	89.922	119.933
1555309_a_at	16.33	10.23	17.375	9.655	9.066	9.176	12.441	11.293	21.345	17.555	3.935	22.553
1555310_a_at	214.473	199.117	202.541	109.617	245.788	57.061	196.339	128.732	269.976	234.393	138.841	176.889
1555311_at	220.826	269.076	217.971	198.245	180.09	208.878	226.187	259.141	207.012	239.131	224.427	277.053
1555313_a_at	2.637	27.194	44.799	40.946	20.013	74.785	37.519	1.415	72.191	38.417	40.695	32.151
1555314_at	27.435	32.463	47.562	46.999	42.43	6.109	26.673	65.8	51.288	39.275	27.467	26.05
1555315_a_at	10.466	26.261	6.764	11.693	14.392	7.645	10.454	16.538	15.901	7.449	10.398	7.149
1555316_a_at	60.472	69.583	49.381	58.603	16.719	9.825	50.872	40.839	44.651	18.475	28.681	77.642
1555317_at	21.094	4.704	5.148	3.131	4.785	3.167	7.746	5.726	5.076	7.237	13.189	5.237
1555318_at	3.619	0.798	19.315	45.878	44.833	40.436	24.578	34.49	2.376	24.195	24.023	33.439
1555319_at	71.609	92.764	97.453	151.535	111.511	166.225	157.649	72.36	126.15	163.015	125.756	93
1555320_a_at	20.615	65.693	75.804	82.162	46.587	44.516	55.194	86.384	108.847	80.434	55.101	109.48
1555321_at	85.847	94.35	35.632	82.095	18.284	48.184	74.268	70.602	109.867	73.869	113.199	75.3
1555322_at	112.761	136.997	72.644	96.642	115.492	84.13	82.869	68.12	159.449	128.506	90.294	173.194
1555323_at	25.782	28.408	21.532	20.984	48.538	25.29	35.065	27.145	58.686	41.021	23.007	28.36
1555324_at	5.231	51.082	31.91	5.005	4.97	4.485	8.17	14.442	6.51	41.375	77.048	9.542
1555325_s_at	235.811	294.707	203.268	180.975	172.937	105.62	199.859	243.609	233.675	205.169	257.167	211.732
1555326_a_at	392.208	570.019	395.476	449.28	494.91	460.592	367.429	471.04	434.983	516.046	519.407	465.469
1555330_at	24.286	92.534	127.648	87.835	148.4	142.431	167.515	114.612	60.016	68.635	22.129	55.036
1555332_at	66.348	16.879	30.162	38.297	101.096	56.622	22.838	52.042	10.964	26.672	33.563	31.661
1555334_s_at	1350.753	1193.054	1255.035	1072.118	1116.542	1001.548	1313.231	1294.311	1203.165	1053.607	1318.188	1155.009
1555335_at	8.861	27.247	50.615	47.077	41.577	72.71	19.391	35.167	14.118	24.953	39.828	76.396
1555336_a_at	17.777	84.831	20.267	94.129	18.309	17.545	51.25	84.455	7.97	17.231	102.631	60.285
1555337_a_at	603.454	661.375	735.859	597.765	617.813	713.226	661.851	666.598	714.351	672.122	654.534	665.681
1555338_s_at	21.78	84.008	17.523	28.066	43.165	23.288	17.32	31.926	69.213	31.208	69.133	30.714
1555339_at	3.937	45.97	10.589	22.494	26.483	47.157	53.748	23.528	20.687	24.624	47.684	24.138
1555340_x_at	20.498	22.978	14.835	53.766	62.555	32.818	25.383	6.427	25.531	52.773	21.82	14.303
1555341_at	3.771	4.19	2.706	18.818	7.329	32.862	18.001	6.04	3.919	15.167	18.633	12.13
1555342_a_at	17.423	67.712	17.301	41.667	70.853	34.567	15.134	15.478	73.832	97.778	16.965	51.764
1555343_at	13.012	20.806	62.666	48.437	38.331	90.517	34.491	33.311	47.604	69.843	30.44	50.978
1555344_at	55.865	40.143	4.002	19.383	63.783	32.698	33.92	50.783	29.815	109.373	20.278	59.829
1555345_at	28.083	25.061	33.708	7.529	4.441	8.675	43.467	3.946	8.26	7.896	19.586	41.012
1555346_at	0.771	7.748	7.607	22.602	0.831	3.411	11.979	11.589	2.051	23.294	8.225	4.831
1555347_at	63.142	85.288	87.085	72.03	81.426	99.573	65.972	58.57	96.457	59.239	67.304	91.236
1555348_at	362.922	343.54	406.8	328.626	370.921	263.122	376.648	327.237	385.775	433.992	336.306	467.487
1555349_a_at	5325.444	4269.502	5199.974	3638.79	4387.565	3598.107	4930.956	4648.88	5242.718	4418.941	3992.817	3926.857
1555350_at	151.459	142.5	81.01	205.82	163.757	156.519	227.036	199.031	187.305	143.604	160.816	169.056
1555351_s_at	297.056	437.436	521.463	346.042	341.075	361.505	536.918	428.886	539.528	514.844	325.54	525.832
1555352_at	50.275	72.449	106.211	46.163	21.606	79.191	90.306	44.468	103.397	121.224	45.253	95.392
1555353_at	54.882	10.573	23.265	53.69	10.144	9.766	57.405	80.523	10.199	6.158	16.6	21.577
1555355_a_at	1303.201	1156.81	1038.22	1138.281	1016.052	942.316	509.535	515.166	687.663	581.575	607.818	646.784
1555356_a_at	62.42	12.153	76.793	45.767	53.477	77.499	57.131	47.122	76.647	9.323	55.712	36.658
1555357_at	2.514	30.356	1.46	12.651	3.564	2.84	1.148	3.52	55.859	26.295	1.657	11.159
1555358_a_at	202.719	187.865	229.437	111.713	206.468	165.331	125.125	138.491	61.874	163.749	192.059	146.008
1555359_at	191.893	122.612	173.529	178.592	100.374	124.521	61.448	233.125	68.323	93.249	211.288	101.036
1555360_a_at	1269.878	1079.265	1216.64	1573.592	1355.765	1660.636	1018.361	1047.378	1047.698	1232.209	1376.554	1224.199
1555363_s_at	13.249	2.167	15.003	2.844	9.138	14.841	5.774	14.81	14.321	16.509	3.324	25.613
1555364_at	27.053	41.661	2.116	29.987	27.197	45.005	8.554	38.932	12.105	54.166	20.891	6.322
1555365_x_at	2.815	40.304	20.961	45.619	21.942	22.749	11.271	4.695	6.892	17.567	3.28	4.465
1555366_at	6.486	8.159	22.134	12.845	26.74	5.667	22.275	12.394	16.044	28.866	9.753	8.332
1555367_at	68.011	57.22	117.837	48.818	14.669	69.684	67.123	63.642	31.892	62.174	66.155	87.322
1555368_x_at	296.205	232.224	156.713	107.272	146.73	174.108	151.21	134.557	181.915	204.403	161.823	262.92
1555369_at	22.766	21.325	14.183	70.538	51.585	43.642	124.257	14.228	27.902	97.896	51.158	39.841
1555370_a_at	198.077	186.536	200.607	119.381	144.432	111.288	155.669	136.002	154.605	166.851	215.083	224.53
1555371_at	78.226	79.266	172.349	17.066	91.692	106.794	70.143	97.055	153.652	170.671	117.06	155.335
1555372_at	532.162	448.362	558.091	833.195	618.189	815.256	486.965	427.37	517.473	685.369	702.554	693.426
1555373_at	35.283	32.441	4.206	28.877	52.693	87.092	30.881	44.97	45.241	10.921	44.559	27.593
1555374_at	162.82	187.907	250.64	225.015	128.287	355.13	192.225	196.28	244.346	248.542	304.691	237.685
1555375_at	27.203	2.303	53.791	1.794	2.731	0.778	23.512	16.346	9.551	2.189	0.626	9.536
1555377_at	36.064	55.887	173.453	36.305	60.999	53.014	44.709	168.89	286.672	318.62	118.503	314.799
1555378_at	40.397	63.466	53.871	27.812	47.498	30.87	30.783	43.347	45.061	33.092	22.793	46.255
1555379_at	12.19	90.826	33.122	26.629	27.215	16.184	44.561	16.982	9.023	12.761	16.752	21.77
1555380_at	90.822	201.912	246.28	185.642	238.089	227.577	214.884	217.485	152.29	190	163.329	253.028
1555382_at	24.929	15.599	1.467	0.359	1.599	25.247	14.558	2.805	16.106	1.212	0.971	38.535
1555383_a_at	36.235	49.563	20.129	92.081	52.735	39.061	33.576	41.599	44.771	80.741	25.335	52.115
1555384_a_at	551.714	640.671	502.925	663.27	633.51	672.524	549.641	577.571	665.657	606.017	607.784	520.871
1555385_at	150.003	99.941	165.403	130.27	89.045	66.984	48.608	113.038	134.788	113.082	102.251	128.094
1555387_at	283.21	196.558	170.796	221.8	248.681	182.448	246.529	265.408	300.032	295.74	168.604	232.787
1555388_s_at	199.922	297.274	217.363	599.51	572.621	496.172	569.821	492.261	449.732	353.285	436.452	305.218
1555390_at	346.756	371.112	313.399	320.359	365.66	267.349	405.404	417.122	441.173	410.829	288.666	425.802
