!Sample_title	PRB12534 Jurkat	PRB12535 Jurkat	PRB12536 Jurkat	PRB12537 IM-9	PRB12538 IM-9	PRB12539 IM-9	PRB12540 Raji	PRB12541 Raji	PRB12542 Raji	PRB12543 THP-1	PRB12544 THP-1	PRB12545 THP-1
206662_at	8528.832	9619.293	9368.926	12260.605	8284.527	7970.795	6914.409	6732.801	6174.562	2197.746	1557.498	1480.466
206663_at	273.145	220.514	192.53	151.9	262.427	142.432	154.964	143.788	68.138	130.202	73.23	180.685
206664_at	19.644	1.907	10.515	26.41	6.287	3.435	11.212	1.385	5.897	4.69	32.959	3.973
206665_s_at	319.016	460.299	326.825	235.986	249.713	277.73	504.95	488.955	782.816	211.033	238.253	179.494
206666_at	188.654	265.394	254.204	110.568	97.994	75.063	24.717	26.28	38.001	50.315	76.008	44.797
206667_s_at	780.228	1144.927	721.892	829.771	869.053	641.382	1392.362	1306.156	1460.78	492.718	596.069	514.738
206668_s_at	906.255	943.204	1024.899	875.369	899.282	860.433	1550.823	1526.378	1198.414	645.25	723.812	742.375
206669_at	79.027	28.039	6.148	47.843	45.197	15.164	60.343	16.565	48.96	67.51	15.77	11.317
206670_s_at	54.754	12.573	28.511	14.852	17.082	16.125	46.134	6.084	14.916	13.982	15.227	13.36
206671_at	60.421	58.667	70.909	17.722	62.431	18.608	29.793	85.496	72.169	105.631	49.15	58.934
206672_at	419.869	206.698	413.524	379.478	216.731	369.897	415.269	381.333	258.377	437.124	327.878	347.406
206673_at	113.625	43.971	136.546	107.706	40.499	18.833	7.471	40.097	73.747	5.576	82.818	38.134
206674_at	21.726	88.01	22.399	16.781	25.972	13.346	88.182	13.919	18.343	808.872	657.314	905.946
206675_s_at	44.823	71.852	46.009	9.766	73.639	97.858	55.556	62.734	84.283	113.433	114.747	112.106
206676_at	9.085	4.255	2.675	10.157	2.208	5.192	1.69	49.252	8.154	30.674	2.029	3.547
206677_at	67.429	84.81	15.5	98.914	144.046	91.033	66.343	80.774	116.616	106.777	101.271	52.223
206678_at	90.274	8.044	22.188	15.1	21.364	11.192	13.158	41.361	8.596	24.932	17.576	17.941
206679_at	61.072	49.133	82.69	11.073	55.479	75.567	73.606	27.597	63.096	170.972	90.697	83.037
206680_at	73.742	6.472	56.583	38.552	46.253	44.744	61.919	54.842	59.6	92.438	79.978	67.138
206681_x_at	120.54	52.915	37.722	26.784	22.781	125.194	30.492	117.413	25.03	49.09	131.024	53.442
206683_at	4.492	27.916	5.292	154.194	199.67	218.535	141.569	174.112	163.377	23.178	6.012	6.709
206684_s_at	155.672	114.607	148.38	131.26	108.41	156.05	140.068	134.569	162.198	201.945	143.449	122.156
206685_at	23.013	35.878	53.597	11.939	56.075	44.017	18.016	4.949	9.947	36.822	81.463	7.371
206686_at	584.456	417.457	414.967	561.333	373.385	389.866	1179.96	1483.448	1077.575	194.02	206.304	89.349
206687_s_at	1668.672	1578.2	1671.915	4908.708	3321.232	3269.361	922.816	913.958	832.503	2128.939	1656.513	1785.058
206688_s_at	2362.468	2266.258	2689.575	2625.994	2578.444	2304.036	3127.339	2919.87	2957.182	2083.04	1937.977	1676.204
206689_x_at	1774.051	1630.62	1686.988	1811.087	1462.622	1497.635	1377.004	1249.544	1341.05	1478.613	1460.254	1369.234
206690_at	142.371	23.7	83.229	17.005	55.048	25.254	20.073	15.177	17.734	22.379	26.323	29.152
206691_s_at	9.826	4.517	24.945	7.731	7.908	8.491	19.719	58.828	5.114	5.647	17.716	8.618
206692_at	74.988	7.213	33.663	25.763	24.225	52.913	18.703	14.231	13.691	15.66	12.136	26.838
206693_at	13.049	34.595	26.007	1156.8	769.097	729.15	94.469	125.691	115.148	86.478	23.61	22.895
206694_at	118.223	88.882	73.444	7.8	24.603	72.25	63.595	112.093	95.42	76.573	44.833	172.234
206695_x_at	304.992	197.462	212.96	631.816	575.134	580.727	761.978	820.251	829.165	898.775	738.968	851.87
206696_at	31.95	16.847	25.306	18.326	17.933	6.185	13.134	37.542	13.708	19.978	18.085	23.886
206697_s_at	84.492	21.268	11.886	22.587	69.382	58.52	17.562	82.394	23.281	252.688	258.915	228.858
206698_at	181.01	168.711	109.388	55.476	8.914	9.685	5.621	4.931	63.659	394.009	522.526	553.24
206699_x_at	6.91	47.533	99.219	18.891	22.688	10.867	63.992	77.644	100.717	70.34	73.1	16.893
206700_s_at	156.072	23.536	36.182	27.26	27.863	23.778	1195.233	829.644	1124.63	1415.668	1256.336	1376.707
206701_x_at	86.689	8.757	3.569	21.684	52.264	11.406	36.439	52.458	35.648	145.204	153.747	121.872
206702_at	10.653	10.036	12.381	48.296	41.263	20.893	34.782	20.512	20.603	2.467	48.795	22.998
206703_at	456.226	271.114	355.358	456.654	273.044	297.919	419.386	268.965	382.608	206.455	121.028	177.746
206704_at	283.949	374.329	306.32	115.623	149.406	169.975	40.236	65.97	64.858	194.623	266.267	237.408
206705_at	25.813	24.368	10.884	11.688	11.421	16.706	19.692	16.604	42.645	51.425	12.253	86.271
206706_at	104.371	106.092	162.833	60.013	126.256	21.719	102.693	125.229	42.878	40.193	100.982	24.291
206707_x_at	247.613	102.31	216.727	276.298	203.197	160.718	1337.568	1338.884	1490.109	172.322	108.63	120.579
206708_at	224.675	187.986	164.604	194.102	241.544	192.521	276.087	267.887	216.414	196.175	217.335	233.767
206709_x_at	99.47	91.929	74.71	150.934	124.291	63.852	180.669	115.167	177.508	70.844	123.805	123.051
206710_s_at	10.607	13.445	17.486	5.043	3.237	22.873	1.927	8.921	2.312	26.343	80.344	17.2
206711_at	19.51	21.26	24.801	37.212	14.208	28.957	53.035	10.843	13.481	13.628	46.109	9.862
206712_at	4.864	3.76	6.278	6.613	20.646	4.595	4.737	7.048	15.167	9.97	9.33	10.868
206713_at	115.037	58.08	191.761	121.238	18.859	84.838	48.092	93.976	52.301	194.627	107.081	113.57
206714_at	204.786	71.724	103.252	144.251	118.887	34.326	155.804	175.215	23.154	157.232	91.508	108.047
206715_at	52.906	33.64	30.32	38.533	25.263	49.637	611.765	512.385	793.839	1613.852	2183.687	1908.65
206716_at	20.785	51.784	8.648	23.665	18.74	21.179	23.354	26.2	17.684	92.481	9.873	23.716
206717_at	46.999	62.406	80.063	63.708	104.994	90.876	88.847	55.319	88.819	129.249	56.063	109.335
206718_at	409.412	436.017	441.878	16.089	71.802	82.676	104.509	88.303	65.286	66.519	120.043	122.841
206719_at	98.996	100.981	144.907	153.212	178.945	137.758	93.858	174.182	89.848	99.059	127.596	142.457
206720_at	9.075	37.235	5.966	87.282	17.284	18.573	17.903	10.372	11.793	11.031	8.503	8.022
206721_at	293.411	349.197	207.159	99.479	99.036	49.665	58.144	69.457	81.474	38.579	42.47	20.191
206722_s_at	252.999	115.208	231.835	212.308	32.637	148.341	198.118	243.459	162.604	247.616	220.318	202.555
206723_s_at	343.341	246.773	211.955	313.759	75.489	314.931	429.518	483.392	321.635	254.06	406.376	472.204
206724_at	770.261	505.502	439.061	125.112	165.3	159.908	196.247	255.699	212.649	486.808	454.473	586.926
206725_x_at	23.162	21.38	43.682	37.439	115.06	63.209	44.559	48.89	44.456	49.079	45.282	70.998
206726_at	20.513	23.779	47.977	11.116	36.855	7.463	67.618	39.198	18.389	102.79	67.43	12.954
206727_at	403.511	449.978	311.642	5.288	4.942	7.073	5.749	11.501	3.713	2.738	5.322	7.94
206728_at	7.749	71.378	64.86	87.729	120.043	97.669	113.078	81.636	198.369	87.452	105.888	59.562
206729_at	1195.224	1209.761	1348.55	3545.957	4689.715	4652.261	140.444	102.795	166.452	581.112	142.137	247.292
206730_at	5.512	37.184	5.049	6.934	7.899	11.687	4.189	5.646	10.276	10.867	32.794	4.88
206731_at	182.99	138.139	101.208	114.157	84.465	112.967	91.47	82.037	124.865	83.73	83.576	146.406
206732_at	122.124	12.687	144.726	13.697	74.591	12.495	13.355	11.695	11.53	17.725	17.148	22.319
206733_at	103.893	14.285	19.802	51.695	86.96	28.617	108.365	24.024	156.952	125.254	13.709	10.511
206734_at	654.352	433.056	739.228	642.826	799.688	643.19	554.11	537.991	561.473	660.334	626.392	858.026
206735_at	28.975	17.457	30.997	38.053	31.363	110.898	15.693	18.248	19.792	42.184	20.048	18.678
206736_x_at	41.118	5.484	50.781	6.749	12.485	62.281	6.142	76.609	31.318	19.803	36.106	18.203
206737_at	8.094	11.49	5.844	13.296	9.401	6.149	12.099	9.184	6.759	8.65	19.806	14.746
206738_at	158.585	128.475	105.025	152.838	102.659	158.932	146.639	168.637	200.198	210.529	182.99	239.498
206739_at	17.656	22.529	120.264	86.954	59.993	72.065	29.145	27.066	15.339	23.25	26.974	26.892
206740_x_at	185.301	57.178	50.538	79.146	51.19	98.702	47.127	73.995	50.862	93.165	101.72	108.757
206741_at	46.657	31.806	25.144	37.931	38.867	13.169	33.167	46.031	16.698	55.74	36.359	31.288
206742_at	150.452	105.423	164.997	24.206	78.907	44.962	6.114	29.103	25.537	135.47	99.861	52.577
206743_s_at	73.262	41.153	71.793	10.133	10.247	18.023	8.106	7.264	11.643	14.852	19.821	11.739
206744_s_at	178.534	131.525	110.409	167.167	202.702	154.258	125.436	168.56	139.786	150.625	143.747	99.211
206745_at	259.795	188.326	258.128	133.839	215.046	239.323	179.16	200.651	248.459	255.088	217.688	293.314
206746_at	24.734	9.92	15.441	8.61	35.655	10.705	10.497	5.946	20.234	34.628	18.497	21.182
206747_at	325.076	233.908	179.99	183.415	220.223	224.138	188.914	276.485	186.966	275.809	214.468	210.016
206748_s_at	551.914	583.285	530.683	661.189	542.516	520.77	887.787	835.687	863.87	662.882	841.485	687.952
206750_at	207.855	274.107	314.808	234.83	174.65	205.52	215.141	224.017	279.683	181.334	269.906	221.295
206751_s_at	46.818	9.182	75.426	21.224	63.262	2.553	3.035	54.613	14.482	6.506	7.574	53.153
206752_s_at	496.623	589.074	606.594	292.942	354.803	412.171	344.875	207.407	331.657	214.717	265.063	205.58
206753_at	30.183	81.14	28.243	39.034	25.298	28.172	59.357	19.765	88.194	33.783	140.094	59.636
206754_s_at	256.208	66.39	10.703	92.548	10.613	51.643	20.811	161.314	92.735	58.097	116.1	14.668
206755_at	94.86	48.318	31.002	96.798	56.448	30.509	43.255	29.756	76.606	68.516	21.704	76.621
206756_at	233.172	271.483	334.953	71.941	146.83	16.302	148.031	45.367	195.606	24.358	18.917	25.676
206757_at	46.09	28.294	4.743	2.654	21.417	8.517	35.549	83.695	8.725	7.75	3.653	17.053
206758_at	86.776	50.696	77.756	69.523	20.829	29.073	24.557	29.117	31.077	206.942	15.971	23.83
206759_at	13.711	8.776	6.015	13236.267	7486.006	7472.385	922.787	915.718	1134.34	797.052	13.57	316.904
206760_s_at	16.224	12.459	16.59	10147.986	6108.643	5825.049	635.675	655.468	878.109	332.402	11.085	38.023
206761_at	85.227	47.249	32.004	6.941	10.058	4.1	7.98	66.081	46.845	107.252	33.023	56.612
206762_at	31.145	9.618	133.095	10.872	20.312	14.431	11.973	10.509	12.676	30.761	10.16	53.86
206763_at	94.45	106.554	126.999	71.073	107.359	74.255	117.626	132.597	68.695	110.632	121.274	165.187
206764_x_at	324.938	340.824	687.353	272.806	326.845	96.417	211.182	207.993	235.204	327.095	391.619	469.541
206765_at	171.536	74.586	76.214	33.098	62.267	79.053	62.146	59.385	71.897	188.382	214.898	161.956
206766_at	232.777	323.98	353.062	116.938	240.196	283.017	217.039	232.116	213.329	232.944	117.688	229.613
206767_at	273.462	95.709	230.349	158.056	92.671	185.443	154.36	186.554	182.339	94.168	251.633	289.503
206768_at	96.293	12.664	65.906	64.367	16.986	60.615	41.594	103.775	24.816	117.037	20.711	22.357
206769_at	34.666	36.823	33.315	18.261	13.183	87.939	122.337	153.508	195.977	58.475	61.308	85.351
206770_s_at	733.682	991.591	680.019	1461.257	1135.223	904.389	1332.54	1306.693	1393.797	1435.926	1557.678	1592.614
206771_at	20.244	12.403	15.678	14.944	11.153	14.776	15.722	7.371	12.8	46.637	13.307	16.678
206772_at	103.834	22.597	24.401	10.335	12.502	11.846	29.612	51.977	30.948	10.129	3.889	12.141
206773_at	77.958	40.25	81.253	52.422	42.523	71.791	23.214	23.967	43.551	61.336	74.272	129.656
206774_at	81.094	32.888	32.643	8.023	43.737	128.33	66.722	118.189	26.855	119.922	20.123	29.365
206775_at	80.244	44.886	152.828	19.601	86.365	20.057	28.177	17.625	25.174	46.929	105	38.067
206776_x_at	300.61	148.508	239.297	170.265	129.072	170.513	118.083	162.641	125.247	325.65	167.266	248.687
206777_s_at	474.508	433.153	433.484	347.312	362.758	452.398	2735.432	2963.749	2346.772	741.125	945.703	734.854
206778_at	12.17	25.882	36.775	30.093	30.327	30.009	252.799	123.712	59.971	82.4	53.957	88.925
206779_s_at	26.879	64.819	46.017	56.237	30.02	18.094	14.979	16.922	21.929	99.072	36.738	71.894
206780_at	352.361	114.432	248.208	135.434	148.315	125.833	108.528	51.074	41.819	84.091	266.686	135.065
206781_at	181.941	154.641	62.253	156.542	188.047	288.766	202.147	202.679	217.06	183.743	243.202	122.466
206782_s_at	346.801	204.66	142.82	446.791	254.954	259.448	366.448	524.947	323.73	509.608	571.4	578.143
206783_at	183.712	153.98	124.968	155.947	230.691	160.894	100.76	128.329	130.939	351.641	148.919	208.651
206784_at	81.192	36.501	55.508	26.773	40.399	17.141	23.205	75.161	30	122.216	17.434	9.459
206785_s_at	5.854	2.967	10.272	8.526	16.472	9.058	7.758	16.991	20.854	8.58	4.054	5.203
206786_at	6.793	5.704	7.494	7.592	63.763	6.687	2.894	7.454	34.362	12.012	36.129	32.825
206787_at	5.164	6.744	33.343	21.372	50.219	15.566	43.811	2.492	3.811	55.298	23.474	2.502
206788_s_at	2197.303	2339.832	2223.534	1541.532	1861.997	1624.645	1281.965	1327.109	1482.22	2281.701	2083.144	1980.942
206789_s_at	406.62	465.953	539.883	503.774	490.031	541.756	613.856	869.875	529.953	662.729	802.813	824.271
206790_s_at	7261.774	8472.049	7769.528	10934.702	8744.301	9237.142	12518.885	12332.715	11193.404	12114.193	12072.379	11888.859
206791_s_at	275.317	182.647	266.695	135.488	138.215	269.44	149.42	139.765	149.078	268.512	244.01	270.387
206792_x_at	410.759	639.767	749.789	401.753	726.612	539.115	383.983	727.999	682.503	550.044	631.248	465.26
206793_at	180.041	94.647	29.195	204.559	114.53	165.463	142.579	86.001	45.994	250.854	36.87	191.959
206794_at	43.889	55.726	58.46	60.599	56.408	47.552	86.115	52.79	82.804	63.78	54.259	124.766
206795_at	12.586	41.147	68.882	19.186	21.382	9.483	5.341	10.025	7.552	19.75	7.355	10.462
206796_at	12.786	35.23	11.293	7.076	9.22	9.762	13.697	19.737	7.627	14.824	11.69	30.429
206797_at	12.602	7.045	27.039	15.619	18.228	11.617	7.755	10.356	7.802	29.82	14.179	17.678
206798_x_at	150.509	149.337	192.075	48.964	185.693	122.338	106.594	119.798	44.45	279.454	32.46	258.376
206799_at	10.056	5.075	12.276	7.878	9.259	10.236	8.076	9.441	10.403	12.708	8.046	11.647
206800_at	296.148	87.448	167.822	95.113	43.466	61.228	184.125	55.478	198.585	94.165	227.254	119.557
206801_at	15.599	59.947	33.05	74.084	35.829	51.102	81.127	8.077	73.288	75.295	88.452	8.496
206802_at	58.049	22.121	14.963	19.888	12.668	99.395	33.448	59.017	115.282	21.231	18.172	9.174
206803_at	8.785	11.044	11.624	5.753	11.86	8.726	7.96	16.187	8.578	16.598	9.32	8.152
206805_at	100.348	42.232	19.732	54.895	45.089	108.337	58.581	66.483	131.188	111.819	151.096	116.169
206806_at	17.896	5.36	37.245	12.957	29.688	70.525	10.946	8.328	24.963	11.052	8.939	2.931
206807_s_at	257.145	161.125	190.106	85.907	44.292	51.047	150.457	116.065	223.314	185.401	271.113	171.375
206808_at	169.378	91.722	155.233	121.584	44.583	178.429	100.52	97.366	188.351	109.513	50.199	68.432
206809_s_at	2204.032	2810.382	2545.965	2635.867	3209.21	2974.172	4098.991	3782.323	3838.674	3324.865	3891.113	3050.074
206810_at	93.248	57.829	5.862	40.294	22.968	59.08	9.813	85.317	69.32	70.802	118.569	103.243
206811_at	8.08	3.664	10.139	8.543	8.028	5.181	4.104	10.733	4.82	41.156	4.466	10.138
206812_at	30.259	18.748	30.563	46.714	58.334	124.474	24.981	21.422	35.565	17.39	10.855	167.196
206813_at	76.489	19.515	21.065	34.014	22.929	17.266	9.157	24.775	29.219	26.099	67.56	29.768
206814_at	184.192	71.277	93.189	15.005	8.264	19.615	12.478	14.084	17.295	117.625	19.508	7.748
206815_at	10.753	59.372	12.982	125.395	46.828	85.978	34.462	10.77	77.721	9.786	51.231	23.134
206816_s_at	82.03	46.154	52.12	133.995	74.236	172.811	296.916	104.609	91.643	57.287	27.92	76.588
206817_x_at	43.307	27.491	27.556	19.393	21.255	46.418	18.572	35.862	12.31	39.272	31.162	39.288
206818_s_at	251.011	184.743	237.168	136.312	167.844	137.689	264.46	195.604	159.428	179.638	193.298	178.034
206819_at	104.997	67.876	59.973	34.879	77.887	64.826	71.777	70.699	69.649	82.439	92.061	23.943
206820_at	13.874	8.951	9.497	13.196	9.186	16.739	12.821	17.887	18.368	8.619	13.714	17.834
206821_x_at	303.204	237.239	265.04	321.259	360.541	414.597	285.566	225.209	278.754	262.783	172.152	165.571
206822_s_at	86.83	13.719	19.03	10.356	22.418	13.084	12.988	4.684	7.816	22.115	82.72	18.276
206823_at	47.384	10.726	10.406	49.717	133.482	211.141	152.081	14.55	16.91	17.958	20.274	21.709
206824_at	9.946	9.7	8.28	19.001	12.342	10.69	12.245	15.759	35.127	11.986	11.588	6.755
206825_at	159.478	170.552	178.635	128.605	129.468	158.03	106.537	101.317	160.525	85.589	128.43	157.164
206826_at	77.082	58.351	12.796	63.082	26.884	52.535	60.095	45.708	69.853	65.145	41.901	83.577
206827_s_at	10.47	76.238	12.004	158.973	14.87	66.545	95.84	126.3	65.916	30.394	24.814	32.97
206828_at	100.419	31.474	63.184	64.259	63.366	61.973	45.208	65.895	66.613	46.134	60.527	24.78
206829_x_at	815.69	776.025	850.356	1030.1	1004.434	892.539	1258.196	1220.481	1436.19	1337.683	1374.072	1560.261
206830_at	11.179	35.705	52.503	20.142	1.964	20.821	28.322	18.239	17.336	2.165	21.523	44.94
206831_s_at	53.927	56.324	59.409	22.642	19.346	98.813	24.248	51.752	73.573	282.684	384.795	380.826
206832_s_at	15.061	5.929	12.212	11.049	7.574	3.791	10.849	8.428	4.496	4.693	17.608	12.848
206833_s_at	1024.209	1006.373	1024.543	413.84	329.693	272.604	1252.431	1133.769	1011.889	837.434	822.873	758.252
206834_at	30.498	65.644	28.48	164.644	82.185	195.247	63.7	85.128	131.878	204.638	34.236	31.657
206835_at	113.859	44.027	61.351	37.46	16.61	54.962	45.716	4.64	65.014	125.885	65.678	5.874
206836_at	33.103	108.176	22.373	13.61	59.816	40.384	6.364	23.003	48.555	12.73	52.144	152.299
206837_at	27.268	6.733	20.634	10.201	9.799	10.035	14.212	57.371	68.072	370.397	376.469	448.259
206838_at	17.574	11.236	65.557	125.015	49.339	39.502	16.581	13.286	22.186	81.159	83.891	45.237
206839_at	94.538	177.39	100.206	186.172	144.866	162.167	143.725	171.409	182.603	114.424	130.991	115.185
206840_at	86.803	32.344	67.056	87.989	39.087	74.419	48.47	78.934	64.198	72.173	69.302	59.652
206841_at	11.462	4.52	7.781	5.619	7.234	3.909	10.725	5.204	4.131	39.943	8.01	5.569
206842_at	35.949	56.724	25.514	96.706	49.196	61.705	96.372	31.708	11.498	29.801	56.185	25.741
206843_at	42.499	12.295	4.745	5.257	22.392	8.335	25.248	7.415	9.168	109.579	38.946	94.894
206844_at	5.268	4.781	6.018	7.906	9.782	6.261	5.06	5.989	6.771	5.143	7.175	5.537
206845_s_at	1371.093	1036.63	941.435	866.406	939.987	1108.977	831.228	1114.52	747.588	1385.054	1358.96	1408.409
206846_s_at	2087.272	1097.657	1430.94	981.45	956.8	1021.182	953.042	1219.286	1045.031	1769.346	1140.802	1468.901
206847_s_at	374.193	282.669	411.471	17.992	73.213	15.258	9.525	37.601	13.497	88.934	86.864	136.847
206848_at	514.409	383.574	519.452	368.485	592.098	620.216	648.996	459.859	733.662	932.488	673.733	963.843
206849_at	85.502	5.067	80.654	476.417	374.904	382.986	54.651	72.985	53.603	207.901	155.624	118.286
206850_at	151.594	47.738	84.525	40.127	17.503	23.709	36.151	105.348	66.876	19.054	125.99	45.434
206851_at	24.956	8.758	21.445	9.709	13.238	12.911	24.809	21.627	11.698	633.349	894.166	887.521
206852_at	58.804	4.691	3.535	19.275	49.85	28.862	32.703	4.409	32.127	44.063	18.162	19.703
206853_s_at	846.201	838.21	894.157	359.178	574.32	471.208	624.15	600.078	643.087	664.196	910.407	775.157
206854_s_at	2394.741	2398.262	2377.668	1591.53	1686.265	1404.016	1571.778	1236.946	1380.321	2350.508	2833.298	2495.617
206855_s_at	749.465	856.875	918.54	528.929	700.055	486.935	524.898	413.348	502.559	515.786	611.09	565.301
206856_at	9.309	5.667	3.861	8.243	6.999	8.045	6.882	20.785	9.735	5.221	11.74	43.295
206857_s_at	522.622	301.265	322.103	190.799	21.359	98.58	12.816	12.54	6.517	186.507	183.771	136.408
206858_s_at	324.517	217.303	283.458	91.686	121.547	127.494	75.095	152.665	81.96	134.678	84.02	138.834
206859_s_at	8.361	14.615	34.425	12.585	7.371	16.451	4.281	13.443	19.627	27.328	9.812	10.967
206860_s_at	917.308	816.385	744.896	3113.933	2211.975	2339.855	1850.511	1781.98	1943.059	1031.324	970.103	1072.145
206861_s_at	3160.731	2386.168	3397.726	1990.854	2116.246	1780.744	1834.796	1850.885	2181.459	2217.023	2213.521	2092.531
206862_at	54.979	115.361	52.595	211.677	190.036	102.828	335.559	171.578	172.099	142.895	174.201	186.639
206863_x_at	15.904	5.592	77.394	36.405	5.485	32.798	12.006	71.184	103.872	8.78	4.803	36.841
206864_s_at	20.716	17.961	53.527	11.744	6.942	3.158	225.75	376.841	220.08	11.085	70.311	7.477
206865_at	33.314	8.1	70.109	11.416	8.325	7.997	46.379	22.135	12.502	11.746	11.248	32.911
206866_at	322.293	253.14	348.048	17.356	14.206	7.883	9.294	112.428	58.851	9.571	7.88	70.043
206867_at	23.147	20.504	43.259	23.063	17.75	33.659	23.135	22.638	42.31	37.256	16.281	23.933
206868_at	109.037	58.686	146.834	179.952	145.649	106.904	79.011	191.966	91.726	396.793	310.558	441.128
206869_at	37.392	13.295	24.112	6.805	11.838	11.868	15.926	19.21	18.47	8.979	8.28	19.837
206870_at	147.858	90.41	111.811	131.484	114.794	72.222	147.109	113.68	149.875	132.922	146.814	143.74
206871_at	13.886	6.047	11.066	14.743	86.417	16.29	4.538	18.927	16.283	32112.443	27882.047	31234.826
206872_at	205.762	89.8	195.568	138.463	133.318	42.392	30.152	95.876	44.477	239.484	73.937	76.125
206873_at	78.396	23.432	105.442	37.18	29.246	48.582	25.764	96.08	32.81	67.744	25.479	118.654
206874_s_at	1039.09	1157.791	1052.666	1567.31	1167.847	1242.047	1557.415	1550.868	1586.43	1046.665	1220.202	1095.094
206875_s_at	1040.417	1135.669	1152.382	1448.102	1676.447	1482.414	1506.764	1300.981	1545.561	926.587	1329.558	1205.32
206876_at	14.352	4.217	13.312	14.798	45.354	11.247	5.004	12.929	10.376	105.779	34.795	116.97
206877_at	17.39	12.284	63.851	7.476	8.744	13.367	7.924	12.803	11.792	20.634	8.217	17.751
206878_at	209.721	145.286	205.016	210.483	166.666	170.71	112.904	123.135	218.22	136.825	203.918	89.206
206879_s_at	90.246	100.686	39.348	274.823	415.096	452.96	74.616	15.975	86.637	61.665	146.732	120.142
206880_at	165.871	76.829	38.795	156.172	142.829	180.526	158.452	276.524	159.194	176.184	94.049	138.045
206881_s_at	19.562	7.265	10.839	12.022	13.551	17.644	10.775	9.154	14.527	18.395	8.161	13.791
206882_at	32.007	10.191	45.434	48.913	21.529	22.029	33.896	34.235	25.602	47.348	34.186	42.254
206883_x_at	27.957	13.597	55.21	7.317	8.676	13.869	11.568	35.437	12.805	26.137	51.268	31.489
206884_s_at	7.317	8.874	43.723	29.336	60.335	64.885	6.078	6.639	7.05	2.08	19.33	7.228
206885_x_at	26.834	6.683	19.287	92.82	13.574	28.07	20.554	63.645	20.566	25.553	21.771	60.068
206886_x_at	10.702	12.846	53.582	28.832	17.672	27.249	77.908	131.56	84.892	23.036	17.841	17.756
206887_at	177.918	103.399	100.772	90.526	94.803	102.229	91.39	128.682	70.66	169.251	52.166	114.307
206888_s_at	78.216	88.8	113.425	129.35	64.582	138.671	135.658	134.766	52.686	91.524	130.795	143.201
206889_at	15.294	8.97	15.181	11.782	14.104	19.427	12.766	11.972	20.256	31.933	12.992	11.976
206890_at	32.487	20.052	73.144	17.549	165.412	66.62	35.045	112.822	50.03	74.352	30.007	103.9
206891_at	74.5	105.039	18.293	90.627	52.468	19.908	25.041	100.035	39.813	125.295	83.094	66.552
206892_at	19.316	20.176	28.888	20.282	28.55	15.212	26.966	7.3	47.918	26.369	29.095	40.109
206893_at	2.743	22.169	23.056	32.846	28.88	30.067	28.449	6.031	36.501	51.364	36.661	2.239
206894_at	10.5	55.039	43.722	28.204	88.118	34.562	61.058	37.66	68.796	27.702	24.131	25.238
206895_at	18.845	3.766	4.972	5.118	4.205	26.939	9.521	6.451	3.794	45.809	8.106	12.347
206896_s_at	57.903	43.017	68.946	227.02	93.424	20.82	2095.71	2368.732	1371.63	129.39	241.452	243.726
206897_at	100.089	18.845	101.087	160.649	103.105	149.665	133.404	102.049	34.739	35.085	75.936	137.442
206898_at	18.646	4.154	29.108	91.097	51.995	22.444	8.363	35.119	6.567	11.444	40.226	53.171
206899_at	6.029	3.957	5.377	6.343	5.829	5.944	4.334	5.395	6.033	5.349	6.078	7.117
206900_x_at	426.273	285.502	198.093	327.944	391.989	264.175	449.933	432.708	416.205	857.831	781.152	774.603
206901_at	391.429	188.247	275.554	77.449	79.821	61.848	78.434	98.155	52.442	18.63	51.71	178.724
206902_s_at	261.41	230.084	234.088	215.193	232.662	283.204	227.776	87.698	208.273	137.429	139.785	96.333
206903_at	11.398	46.378	8.571	79.223	68.085	13.895	33.791	15.378	14.442	15.642	37.124	13.001
206904_at	147.771	85.844	92.165	42.356	27.559	86.868	156.39	67.815	95.478	147.05	43.325	32.545
206905_s_at	77.506	45.233	10.502	28.996	18.237	89.659	19.881	33.089	96.839	7.047	60.565	9.605
206906_at	180.649	121.022	41.023	58.947	70.311	54.024	198.951	159.926	211.845	72.854	33.906	50.986
206907_at	441.202	338.913	449.349	2038.077	2083.505	1887.187	1627.299	1478.342	1532.057	600.987	561.356	641.706
206908_s_at	149.224	51.031	91.86	89.267	33.694	44.786	24.529	159.45	67.761	123.794	100.507	174.345
206909_at	14.028	5.363	13.003	7.297	6.733	5.418	41.718	9.1	8.868	20.412	14.887	25.302
206910_x_at	155.339	153.806	121.131	71.735	122.395	129.433	102.151	109.305	149.799	123.252	133.791	150.907
206911_at	246.574	406.725	379.137	465.938	468.167	549.636	406.927	349.132	428.609	485.592	482.371	413.058
206912_at	73.731	23.958	9.182	21.685	9.154	12.481	26.966	8.522	7.464	71.833	155.18	153.468
206913_at	144.488	168.536	26.72	29.107	216.303	22.302	135.488	135.487	151.661	72.353	31.118	30.187
206914_at	21.417	41.585	53.003	29.751	68.151	8.943	28.479	5.593	62.536	67.747	17.35	3.831
206915_at	124.801	51.627	84.583	38.917	6.402	8.712	7.452	2.365	43.727	157.695	107.056	142.5
206916_x_at	123.265	106.758	66.347	141.46	114.393	97.548	107.052	181.678	116.288	143.867	140.364	139.339
206917_at	810	886.458	760.114	553.88	695.871	737.593	1260.988	1333.696	1312.765	884.308	813.823	656.196
